farm_size,crop_types,soil_practices,carbon_credits
110.7646478941997,Wheat,Crop Rotation,46.76725738477641
161.33054779248872,Corn,No-till,78.45830361042795
253.49815110066305,Wheat,Crop Rotation,41.24840506026307
169.07455952696012,Soybean,No-till,54.102054970402754
194.7013538107927,Corn,Crop Rotation,52.08478112606741
292.2442170069086,Soybean,No-till,63.30396370618128
181.63985934180727,Corn,No-till,63.41700823781014
897.797770380161,Wheat,Cover Cropping,135.1109621920145
89.43140820502579,Soybean,No-till,68.41901006562686
529.2662756745522,Soybean,Cover Cropping,93.98837726492025
416.2928587197649,Corn,Cover Cropping,83.38692576349449
982.5548307395203,Soybean,Cover Cropping,146.28472276475864
120.91851314637182,Corn,Crop Rotation,28.452166372115382
403.8770430552842,Corn,Crop Rotation,69.83591958449684
969.7757289426152,Corn,Crop Rotation,113.76126882726237
866.8520546350404,Corn,Crop Rotation,116.02820828994963
818.9013502397871,Wheat,No-till,114.21995975495871
265.32379877449046,Corn,No-till,91.30919865682583
179.17871151616515,Soybean,Crop Rotation,25.307251490056622
671.9567877251867,Wheat,No-till,103.02865277017534
930.0822292363099,Soybean,No-till,144.20388764541207
561.1952640837904,Wheat,Cover Cropping,95.22683304106998
575.8965625752008,Corn,Cover Cropping,117.20703759286903
287.1793027236813,Wheat,Cover Cropping,65.32844505833403
771.7980038600175,Wheat,Cover Cropping,115.92258219081322
195.17331107194815,Soybean,No-till,46.13226278916932
330.4424440402012,Soybean,Crop Rotation,58.16155582225204
431.1820742302526,Corn,No-till,75.29115998854503
512.5342748976104,Wheat,No-till,96.97950856890203
249.98563509092943,Wheat,No-till,68.4854680266654
123.68845649181151,Wheat,Cover Cropping,50.50422532201631
614.5138420172162,Corn,Cover Cropping,97.63704811714088
295.7442477078532,Corn,Cover Cropping,64.84492697761867
585.4258392083862,Corn,Crop Rotation,100.63705324380278
162.81908812146028,Corn,No-till,59.58804828443468
486.3287008362693,Corn,Crop Rotation,78.42882444530456
537.26353822607,Soybean,Cover Cropping,88.64246011002632
61.30530145420264,Wheat,Crop Rotation,29.523109785067184
343.23823541198135,Wheat,No-till,65.6565937949136
143.0705301695845,Wheat,No-till,42.04937484938243
72.74122076804007,Wheat,Cover Cropping,46.76101976019307
990.0606300660457,Wheat,Cover Cropping,149.56655740137512
329.13030652497577,Wheat,Crop Rotation,62.522988646311035
811.7757013960885,Wheat,Cover Cropping,118.40191150930814
262.0942482161262,Wheat,Cover Cropping,66.57320334762966
684.68769500169,Soybean,No-till,117.13442707210022
762.6255812907897,Wheat,Cover Cropping,102.79343484590918
599.6823532017659,Soybean,Cover Cropping,117.16669743120244
476.8604266646568,Corn,No-till,90.11293752968608
417.7225050057958,Wheat,No-till,88.25313414718367
355.3795838775653,Corn,Crop Rotation,80.83987146118565
930.2338528053476,Corn,Cover Cropping,118.43896985918839
832.3132137098519,Corn,No-till,129.642857201856
965.3766415598475,Soybean,Crop Rotation,132.10394867410648
133.05425125068928,Corn,Crop Rotation,54.63693723931179
733.5588004516078,Corn,Cover Cropping,121.37008520032846
938.9570522528275,Corn,Cover Cropping,146.47233395468254
189.42073550400355,Wheat,Crop Rotation,48.86691990769257
75.83130469310971,Wheat,No-till,51.12930614949041
743.7094427971584,Soybean,Crop Rotation,108.92139841199202
578.7283820481127,Soybean,Cover Cropping,87.69950163726354
843.4104889906894,Wheat,No-till,124.66506331276568
148.3746528600266,Soybean,No-till,67.32836372853336
797.3146387412913,Wheat,Crop Rotation,120.81934769888278
209.6110468472671,Corn,Cover Cropping,71.33426126016874
172.01938343704745,Corn,Crop Rotation,70.54544160319774
172.62313995168302,Soybean,Crop Rotation,56.450961469258104
816.4289730290683,Wheat,Crop Rotation,120.2816955195952
668.5452484892381,Wheat,No-till,116.22843634172168
527.8347705214281,Soybean,No-till,95.54997164330545
365.24217928226744,Wheat,Cover Cropping,78.78425225390343
878.4285354049772,Corn,Cover Cropping,123.4364045640886
398.52065634840903,Soybean,Crop Rotation,78.35018906032954
818.4334450768613,Soybean,Crop Rotation,122.61360277437066
444.74355948451625,Wheat,Crop Rotation,84.98530715544493
383.1749851306585,Soybean,Cover Cropping,86.52509155287892
468.0529878129104,Wheat,No-till,97.44644061463818
308.36409542250067,Wheat,No-till,69.84260624098583
750.1332863744886,Wheat,Crop Rotation,101.55939709074839
507.6931861915544,Wheat,Crop Rotation,78.02033104029928
239.89056819534912,Wheat,Crop Rotation,56.65189412402121
900.5788275418228,Soybean,Crop Rotation,106.97041259775976
390.0523091594793,Corn,Cover Cropping,97.32280061989347
548.1173325028487,Corn,No-till,105.25046684857462
907.4073898549015,Soybean,Crop Rotation,121.59072316213896
627.9956159548522,Soybean,Cover Cropping,77.50239948943062
125.72906030128043,Corn,Crop Rotation,52.20477096834522
940.4338023773404,Corn,Crop Rotation,132.05861508697646
631.4309725407037,Corn,No-till,104.17263294761781
341.5565585105153,Corn,Crop Rotation,67.42518739978141
147.87935193675338,Corn,No-till,64.5215687492237
796.0849373775931,Wheat,No-till,113.7261291418825
623.8720283692284,Soybean,No-till,113.1059834987064
538.1264810565583,Wheat,Cover Cropping,81.32481221921566
894.9536572204481,Corn,Cover Cropping,136.0414500172526
790.7112391122854,Corn,No-till,140.87157759934024
160.15813093542366,Corn,Crop Rotation,55.649854467916846
318.6048471175927,Wheat,No-till,75.42025595135672
256.00424841632105,Wheat,Crop Rotation,58.52693871563809
746.5068296469502,Corn,No-till,124.73065196086768
43.197110388421585,Wheat,Crop Rotation,33.649639619407054
574.1907880226033,Wheat,Cover Cropping,86.70533658776122
764.8340988832837,Corn,Crop Rotation,117.99353279390657
877.997980394132,Wheat,No-till,124.96712295101854
348.6609312287484,Soybean,Cover Cropping,90.32699480522191
823.0447316252927,Soybean,Crop Rotation,125.4159057536284
119.52541958565516,Soybean,Crop Rotation,32.42458299968206
847.987768817173,Soybean,Crop Rotation,105.82719689953653
136.21377570866258,Corn,Crop Rotation,52.316778880472604
403.3144176547636,Corn,Crop Rotation,76.37838699107891
799.3224121217581,Corn,Cover Cropping,123.10030202995657
158.41825307528603,Soybean,Cover Cropping,62.353439914051734
236.95888128031507,Soybean,Cover Cropping,66.85324711680508
725.0300427091356,Wheat,Cover Cropping,110.55929657549511
722.8361711806136,Wheat,No-till,126.7455637730153
644.7361565564444,Soybean,Cover Cropping,90.58470011391364
697.008960022429,Soybean,Crop Rotation,105.7402843437319
547.2971989141203,Soybean,Crop Rotation,83.9391944119395
259.28106831788324,Soybean,Cover Cropping,80.28246469018185
352.23903356888025,Wheat,Crop Rotation,43.1303872986546
189.7817396334114,Soybean,Cover Cropping,37.32335810621113
909.366055720292,Wheat,Crop Rotation,123.98296853550971
587.5578768184592,Soybean,No-till,115.0187532750874
406.8429025960035,Soybean,No-till,93.41683347277085
467.3857456076914,Soybean,Cover Cropping,78.72876662759205
947.8105062156972,Wheat,Cover Cropping,144.8452678415855
161.8178890849194,Wheat,Cover Cropping,38.86710142254985
590.3675336966293,Corn,Crop Rotation,112.11159526509638
510.8297920956213,Soybean,Cover Cropping,80.09069670598069
615.3396930803013,Corn,No-till,108.01572758465792
27.929081982632102,Corn,Crop Rotation,49.18560357683238
873.40266985471,Wheat,Cover Cropping,107.67818867650935
932.7970996587762,Wheat,Crop Rotation,137.9699439412853
569.4818517533168,Corn,Crop Rotation,93.36874686131854
699.6843156381233,Soybean,Cover Cropping,111.34119292059522
923.2743873655228,Wheat,Crop Rotation,133.9494466269598
710.1662479702646,Soybean,No-till,108.08537134535497
161.01365248511874,Soybean,No-till,71.70950211106577
580.525476565145,Corn,Crop Rotation,114.4578833654382
610.6478959190273,Corn,Cover Cropping,99.50899961860694
429.8893645893622,Corn,Crop Rotation,96.68281318489917
739.0797932684756,Corn,No-till,106.30219338443152
935.0233446213247,Wheat,Crop Rotation,127.39833841007814
926.3128277777085,Wheat,Crop Rotation,110.34529762073278
456.3309776900908,Corn,No-till,105.05878325437098
122.1056653823477,Wheat,Crop Rotation,50.81512702245681
984.9927869727112,Corn,Crop Rotation,159.27307865318355
840.5091055814747,Soybean,Cover Cropping,138.26374038767247
133.41605439123418,Soybean,Cover Cropping,51.68389346310887
921.6334637911986,Soybean,No-till,126.34587150613145
871.197398441507,Corn,No-till,142.7766106408446
523.6496765548114,Soybean,No-till,96.7576535516262
595.3626813874799,Wheat,Cover Cropping,110.04781858470504
405.01267683142896,Soybean,No-till,63.83745924898511
64.21402243381101,Soybean,No-till,73.30196983626738
341.8452692294419,Soybean,No-till,84.50443299906223
804.8249141120314,Wheat,Cover Cropping,107.35237019399942
14.58570277455683,Corn,Crop Rotation,48.79846255164134
340.16417997423275,Wheat,No-till,86.99063221032031
404.1870066550339,Corn,Crop Rotation,81.56216957854028
542.0216469085436,Corn,No-till,86.55296084940595
920.6570602486329,Soybean,Crop Rotation,124.12723566139223
352.88253442230166,Corn,Cover Cropping,90.68220397265155
353.4836698772654,Wheat,Cover Cropping,75.31501433000028
740.1262356286509,Wheat,No-till,112.44755325451136
457.6957614809091,Corn,Crop Rotation,98.85273445700528
232.35877471058214,Soybean,Cover Cropping,70.62893587938119
457.9151209713665,Soybean,No-till,98.9549036565201
149.44845017600187,Wheat,No-till,50.838498097792176
184.62311664116106,Soybean,Cover Cropping,53.38847484665512
503.38409501208497,Corn,Cover Cropping,78.33881229437829
424.7361950095024,Corn,No-till,89.87970194157768
915.697442057419,Wheat,Crop Rotation,130.92366474372318
368.76996012546675,Corn,Crop Rotation,74.8360630423908
584.7824667752631,Wheat,Crop Rotation,92.93363514281636
635.9416450403351,Corn,No-till,124.7061580705663
22.9635120224503,Wheat,Cover Cropping,41.02468112023136
666.9019982965435,Soybean,No-till,116.39534744726238
186.25560720105392,Corn,Cover Cropping,50.047336099729854
961.4596142947606,Corn,Crop Rotation,132.9203135884563
157.17610047558182,Wheat,Crop Rotation,62.98387511252413
420.4778824897535,Wheat,Cover Cropping,78.08576005993629
94.49617139785742,Corn,Cover Cropping,73.4169989597515
996.9055093274878,Wheat,No-till,132.45939462635934
507.17306022793014,Corn,Crop Rotation,93.05678054413842
599.4311671468433,Soybean,No-till,101.11633233916565
76.4057126145432,Wheat,No-till,53.56041811269985
752.460865695186,Corn,No-till,134.1961732501198
217.8065371646299,Soybean,Crop Rotation,62.805314673472
899.0737465463067,Soybean,No-till,145.32589609211095
213.08824407718708,Corn,No-till,71.17709452249544
198.7808434570299,Wheat,No-till,57.97280066906621
46.18417116961393,Corn,No-till,37.03648704420168
477.34627565889923,Soybean,No-till,99.11913691753557
569.1927219299903,Corn,No-till,108.6411131154006
75.05155303406885,Wheat,Crop Rotation,36.826007927781546
777.7723405280605,Soybean,No-till,120.8690599982626
458.7559464005473,Corn,Cover Cropping,90.50679902661685
529.1463666343043,Wheat,No-till,90.55227534845126
446.3551194688459,Soybean,No-till,84.35517356125155
406.7554302665727,Wheat,Crop Rotation,73.07143183389896
564.0439279951357,Soybean,Crop Rotation,96.24598398884311
163.6878434714054,Corn,Cover Cropping,53.66310520327873
190.1088491903184,Wheat,Cover Cropping,50.00352922715793
863.1677648033822,Soybean,Crop Rotation,119.27055896768954
946.6543075122964,Wheat,Crop Rotation,124.7135638249975
379.5762231169554,Wheat,No-till,76.67576761583787
278.03722641211823,Corn,Crop Rotation,74.40093463777576
647.5595478066256,Wheat,Cover Cropping,83.23228462362447
414.6468293871154,Soybean,No-till,71.71431095531038
35.13249210374141,Soybean,Cover Cropping,45.448943202909916
164.59107139252845,Soybean,No-till,55.43224866097496
718.8125065589236,Soybean,Crop Rotation,115.72367371363046
662.3347024910498,Corn,Cover Cropping,122.93147977499049
36.825032578448656,Wheat,No-till,46.019975022073965
229.75244031361996,Corn,No-till,62.255494868620204
238.76404862219067,Wheat,Crop Rotation,64.42234002448966
675.1738161627411,Wheat,Crop Rotation,99.50640823777738
29.513432376820514,Wheat,Crop Rotation,18.08198351241088
113.06749616472811,Corn,Cover Cropping,42.32155313582097
801.9169245194574,Wheat,No-till,135.36116034903222
186.75921543379027,Corn,Crop Rotation,72.18728067599133
656.218646773356,Soybean,Cover Cropping,80.45043325637316
245.80095323625926,Soybean,Cover Cropping,51.00218637104716
108.44697883175171,Wheat,Cover Cropping,57.25325283939172
250.74046908945954,Corn,Crop Rotation,64.88912102501548
725.0442625371026,Soybean,Crop Rotation,114.52291910863119
857.1395034252229,Corn,No-till,135.09442288154133
831.9176659213217,Corn,No-till,139.73669149284422
403.21169432227026,Wheat,Crop Rotation,70.37950489888138
671.4042852049397,Soybean,Cover Cropping,102.7643459529243
212.93445246166277,Wheat,Cover Cropping,66.88088354531438
300.2162529584031,Wheat,Cover Cropping,67.04217145609677
897.3724603359086,Soybean,No-till,141.26113319602652
22.871904275628673,Soybean,Cover Cropping,43.861669677170525
94.6534455459234,Corn,No-till,54.60177561909421
215.80739259456703,Soybean,No-till,82.66463237302864
36.26688183508152,Corn,Cover Cropping,52.17637073108481
189.62108073889934,Corn,Cover Cropping,60.41162163016842
587.2111453599953,Corn,Crop Rotation,111.50440923918669
427.210305086573,Soybean,Crop Rotation,64.51279276986772
893.7449939662051,Wheat,Cover Cropping,146.7373359045804
819.2691261210565,Corn,No-till,130.13541503547134
348.3991781808972,Wheat,No-till,62.15977574425597
266.82919909697955,Wheat,No-till,85.7423333942736
385.89548408559426,Soybean,No-till,78.95787227783153
594.3919930896596,Wheat,No-till,101.87164500752223
275.3830044146475,Wheat,Crop Rotation,64.71520785585939
627.9074187706427,Soybean,Cover Cropping,114.63246715366573
415.31753566932804,Corn,Crop Rotation,84.52949920414845
556.5267090434604,Wheat,No-till,89.17951682104568
441.7652638439635,Soybean,No-till,91.36645161773627
301.5211019464985,Wheat,No-till,65.95895474133263
948.9687738925351,Wheat,No-till,137.38699415289875
765.9697362181632,Corn,Cover Cropping,137.8784690793849
148.712044008788,Wheat,No-till,62.43045631731674
869.7832961389337,Soybean,Cover Cropping,129.04479399487676
492.5568862670185,Wheat,No-till,96.64059695276526
895.6067046251505,Corn,Cover Cropping,142.66147698160694
801.8567033878421,Corn,Crop Rotation,109.40692930909697
430.9613694245411,Soybean,No-till,88.51336405461109
32.244615236916225,Corn,Cover Cropping,73.84973811701678
275.99058579109663,Wheat,Crop Rotation,69.72726842942834
546.2178725142583,Corn,No-till,99.58743165981383
637.1434376278858,Soybean,No-till,102.68226480161238
265.3088085788703,Corn,No-till,70.16562362613101
147.96251333209588,Corn,Cover Cropping,68.45945083583015
836.5809344313061,Corn,Cover Cropping,144.73450265429278
984.5581588965166,Soybean,Crop Rotation,139.27748633445225
530.433280479659,Corn,Cover Cropping,99.61495154665408
179.96249298982048,Corn,Cover Cropping,58.55469572265434
279.5842532541753,Wheat,No-till,71.2521567812528
28.206769781992065,Soybean,No-till,39.61945977723711
915.155818494894,Corn,No-till,122.15792637737704
126.57357206123973,Soybean,No-till,74.02561410724846
580.751310759111,Corn,No-till,98.01700437229
281.3146684803339,Corn,No-till,74.8831431113402
558.6362224906355,Corn,No-till,112.42719675535646
654.9061844683456,Wheat,Crop Rotation,109.8352871402951
831.4443856701296,Wheat,Crop Rotation,115.71574509119918
214.35705904299718,Wheat,Crop Rotation,39.49859602769144
20.88587037189567,Soybean,Crop Rotation,34.07512254027406
145.5167737681192,Soybean,No-till,52.76682332656113
901.018455429624,Wheat,Crop Rotation,119.7197352682492
875.1511767868901,Soybean,No-till,144.83496239138537
601.4389711486052,Corn,Crop Rotation,74.77001115416168
604.5116918293169,Corn,Cover Cropping,101.33727088265678
668.3863078007929,Corn,Crop Rotation,101.99813441620911
183.6175658372151,Wheat,Crop Rotation,35.79414313476512
915.2678264657102,Soybean,No-till,142.38169008406717
424.5828196431524,Wheat,Crop Rotation,58.30852324555475
389.3071429670025,Soybean,Cover Cropping,65.931771503737
523.7285282300091,Corn,No-till,110.88354496320706
56.496307107304496,Wheat,No-till,60.65534440035714
174.62053506851862,Soybean,Crop Rotation,51.70108582073227
740.6532802621067,Soybean,No-till,106.89136683631801
91.9706812458752,Corn,No-till,52.141527206805016
607.1205883717244,Wheat,No-till,110.79207830962288
252.89561858450776,Wheat,No-till,66.45394426508471
395.4026579015568,Wheat,No-till,78.52987802133644
295.80679940299285,Corn,No-till,82.71117703943075
362.11598930029965,Wheat,Cover Cropping,70.83499949477556
721.855446132403,Corn,Crop Rotation,127.64266758983248
304.15049846694325,Corn,Cover Cropping,67.92361719975833
570.7405938939282,Corn,No-till,98.43446822104069
481.2898981771087,Soybean,No-till,79.29445463702432
667.0344537090217,Wheat,Crop Rotation,91.30356901364527
937.4614419315104,Wheat,Cover Cropping,117.82638944648951
735.2463762381478,Corn,Crop Rotation,115.70539271034202
222.79097480484918,Corn,Cover Cropping,67.48857113573635
40.871303710671825,Wheat,No-till,33.29637537038742
269.64140385682686,Corn,Crop Rotation,72.8555339759624
599.1271513932522,Wheat,Crop Rotation,105.08084381062396
60.91155534940785,Soybean,No-till,54.66953902165102
501.402584729224,Corn,Crop Rotation,64.70527664336765
600.8744204277203,Wheat,Cover Cropping,114.9587517494731
340.9014519087912,Corn,Cover Cropping,86.55937988158972
773.2030817083637,Wheat,Cover Cropping,131.88449070272088
115.53227060243408,Wheat,Cover Cropping,57.46046292174175
84.38640391845067,Corn,No-till,71.34379458055066
730.9068686415674,Soybean,Crop Rotation,110.14335580016758
500.5364030441365,Wheat,Cover Cropping,82.43068018251532
691.5183724634587,Wheat,No-till,112.88664912366748
440.47906521770875,Wheat,Crop Rotation,66.96005571930547
253.93801290671576,Soybean,Crop Rotation,64.7326097996739
820.9112944974577,Soybean,No-till,100.82326687623868
801.4217201792894,Corn,No-till,130.57149447007308
697.7495061458825,Soybean,Cover Cropping,123.22171181560958
279.4236858576631,Corn,Crop Rotation,68.88545437505596
594.3283602003962,Corn,Crop Rotation,116.7076634003495
367.36415797062654,Soybean,No-till,79.09896191857659
100.66625259336782,Corn,Crop Rotation,60.09313438921506
918.1404397076203,Soybean,Cover Cropping,123.03134323402838
145.45044460977178,Corn,Crop Rotation,64.16461065653097
950.7349802825944,Soybean,No-till,142.3994471105376
451.5457152283762,Soybean,No-till,87.95706656441033
